id,year_recorded,month_recorded,day_recorded,age_of_pump,date_recorded_distance_days_20140101,funder_num,installer_num,wpt_name_num,basin_num,subvillage_num,region_num,lga_num,ward_num,public_meeting_num,recorded_by_num,scheme_management_num,scheme_name_num,permit_num,extraction_type_num,extraction_type_group_num,extraction_type_class_num,management_num,management_group_num,payment_num,payment_type_num,water_quality_num,quality_group_num,quantity_num,quantity_group_num,source_num,source_type_num,source_class_num,waterpoint_type_num,waterpoint_type_group_num
47893,2011,3,29,8,1009,653,443,31669,6,19643,11,35,1276,1,0,9,1962,1,3,1,0,7,4,3,1,6,2,1,1,6,4,1,1,1
70000,2013,3,15,3,292,1,2,29665,8,13771,1,20,154,2,0,5,0,0,14,10,5,4,0,4,5,4,4,1,1,1,0,0,1,1
27493,2013,2,13,21,322,294,385,23122,1,20353,16,61,1144,2,0,8,314,1,3,1,0,7,4,6,6,6,2,0,0,8,6,0,1,1
45643,2012,11,15,29,412,1091,722,18684,4,19404,9,97,802,0,0,8,1701,0,14,10,5,7,4,0,2,6,2,1,1,2,4,1,2,1
3839,2013,1,29,15,337,431,1447,35179,7,19643,7,98,1039,1,0,8,1541,1,14,10,5,7,4,0,2,6,2,1,1,3,0,0,1,1
39750,2013,11,3,5,59,1340,343,3616,0,6905,0,65,1610,1,0,8,896,1,3,1,0,11,4,6,6,1,1,2,2,8,6,0,2,1
7781,2012,10,17,2012,441,340,479,6732,3,9611,19,124,947,1,0,8,0,1,0,0,1,7,4,0,2,6,2,0,0,7,5,0,4,3
24977,2013,1,26,2013,340,2109,357,1892,3,4518,19,94,545,1,0,8,0,0,8,5,1,7,4,5,3,6,2,1,1,7,5,0,4,3
50497,2011,7,27,29,889,508,1655,31212,4,18266,13,121,1426,1,0,8,781,1,9,6,3,7,4,0,2,6,2,2,2,2,4,1,1,1
73994,2013,1,27,4,339,662,443,35536,3,19718,5,31,1909,1,0,10,1603,1,3,1,0,7,4,3,1,6,2,1,1,6,4,1,2,1
24296,2013,11,3,4,59,1340,343,2644,0,8552,0,65,1610,1,0,8,1066,1,6,10,5,7,4,6,6,1,1,1,1,8,6,0,2,1
54924,2013,3,4,16,303,348,443,27225,0,18370,8,2,1649,1,0,8,0,1,9,6,3,7,4,0,2,2,1,0,0,7,5,0,6,5
23814,2011,7,8,2011,908,574,443,2144,4,5442,4,6,27,1,0,8,0,1,8,5,1,7,4,5,3,6,2,1,1,7,5,0,4,3
23516,2011,3,4,2,1034,1788,2002,3963,8,18628,11,36,686,1,0,10,0,1,9,6,3,11,4,0,2,6,2,0,0,7,5,0,6,5
13565,2013,2,11,29,324,1292,443,14049,3,4953,5,31,487,1,0,8,1529,1,3,1,0,7,4,3,1,6,2,1,1,8,6,0,2,1
58206,2013,3,13,18,294,2109,2293,16203,5,8315,6,101,1371,1,0,12,868,1,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1
64835,2013,2,16,1,319,1432,2134,43411,1,11764,16,86,1375,1,0,8,1314,1,3,1,0,3,2,5,3,6,2,2,2,6,4,1,1,1
24276,2012,10,21,2012,437,2109,2297,35536,3,16194,17,9,1737,1,0,8,0,1,8,5,1,7,4,6,6,6,2,2,2,7,5,0,4,3
57505,2011,3,11,14,1027,648,790,35019,8,19849,11,36,630,1,0,8,0,1,15,11,1,7,4,3,1,6,2,2,2,7,5,0,4,3
74148,2013,1,26,1,340,2107,1758,23003,7,16260,7,49,1345,1,0,8,0,1,4,2,1,7,4,4,5,0,0,1,1,3,0,0,4,3
14845,2013,2,9,23,326,1292,1655,40300,3,7745,5,30,584,1,0,8,0,0,3,1,0,7,4,6,6,6,2,1,1,8,6,0,5,4
2063,2011,4,5,2011,1002,2065,340,13252,8,12524,2,14,1358,1,0,8,1821,0,7,4,2,7,4,4,5,6,2,0,0,3,0,0,2,1
57275,2012,10,14,2012,444,86,61,43411,3,10728,19,123,677,1,0,8,0,1,4,2,1,7,4,0,2,6,2,1,1,7,5,0,4,3
31377,2013,3,27,13,280,151,165,40518,1,10713,16,61,1157,2,0,11,158,1,3,1,0,9,4,3,1,6,2,1,1,8,6,0,1,1
68341,2013,1,19,7,347,377,443,11585,3,21101,5,28,1698,1,0,12,2183,1,3,1,0,9,4,3,1,6,2,1,1,8,6,0,2,1
59106,2013,3,19,5,288,201,443,29746,5,13941,6,73,667,1,0,11,934,1,3,1,0,9,4,4,5,6,2,1,1,8,6,0,1,1
4037,2013,1,24,26,342,508,443,44949,7,12407,7,37,1254,1,0,0,0,1,8,5,1,7,4,0,2,4,4,0,0,7,5,0,4,3
32233,2012,11,8,2012,419,340,479,43411,0,14672,19,124,939,1,0,8,0,1,0,0,1,7,4,0,2,6,2,0,0,7,5,0,4,3
5068,2011,7,11,2011,905,1600,443,11744,4,5283,4,7,833,1,0,8,0,1,9,6,3,7,4,0,2,6,2,1,1,3,0,0,6,5
19704,2011,3,17,2011,1021,294,443,45683,6,9589,3,79,1142,1,0,8,2178,1,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
4794,2013,1,23,30,343,1859,1940,41026,3,236,15,75,1246,1,0,12,0,1,9,6,3,8,0,0,2,6,2,1,1,3,0,0,4,3
20541,2011,3,23,3,1015,2107,2212,8335,8,10771,14,69,758,1,0,8,0,0,9,6,3,7,4,0,2,6,2,1,1,3,0,0,6,5
45174,2011,4,15,36,992,55,33,17670,8,19643,11,36,990,1,0,8,1220,1,6,10,5,7,4,0,2,4,4,2,2,3,0,0,1,1
62718,2011,3,4,5,1034,508,443,43411,5,10097,20,52,1310,1,0,8,1332,1,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
2841,2013,2,9,2013,326,1600,443,41495,4,18871,17,25,1040,1,0,0,0,1,9,6,3,6,3,6,6,3,3,2,2,7,5,0,6,5
57837,2011,4,17,2011,990,2065,443,2083,0,1614,2,42,1357,1,0,8,1813,0,7,4,2,7,4,4,5,6,2,1,1,3,0,0,1,1
24658,2011,3,16,26,1022,508,443,23002,5,10307,20,52,1037,1,0,8,0,1,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
12018,2012,10,7,2012,451,1600,2198,33248,0,20561,17,64,1458,1,0,10,2163,1,9,6,3,11,4,0,2,6,2,0,0,7,5,0,6,5
67575,2013,1,15,2013,351,2107,1564,11470,4,861,17,25,83,1,0,0,1092,1,3,1,0,6,3,6,6,7,5,4,4,2,4,1,6,5
51143,2013,3,22,13,285,1,2,25134,8,13769,1,20,784,2,0,10,614,0,14,10,5,11,4,4,5,6,2,1,1,3,0,0,1,1
45461,2011,3,15,21,1023,294,384,45683,6,15111,3,24,649,1,0,8,857,1,3,1,0,7,4,2,0,6,2,3,3,8,6,0,1,1
21405,2011,2,21,6,1045,2038,1628,35368,6,16563,14,99,1808,1,0,8,0,1,7,4,2,7,4,0,2,6,2,1,1,3,0,0,2,1
36186,2013,1,22,28,344,1859,1940,41012,3,237,15,75,1246,1,0,12,0,1,9,6,3,8,0,0,2,6,2,1,1,3,0,0,4,3
9890,2011,3,16,2011,1022,939,340,7259,8,0,2,43,1846,1,0,8,506,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
7595,2011,3,30,6,1008,1443,18,43828,8,11898,11,36,1811,1,0,8,0,1,15,11,1,7,4,4,5,6,2,1,1,7,5,0,4,3
10899,2012,12,14,2012,383,2107,1179,16496,3,12287,19,115,1245,1,0,11,1745,1,7,4,2,9,4,0,2,6,2,0,0,3,0,0,2,1
2446,2013,2,3,9,332,294,1940,21846,3,5732,5,30,1420,1,0,8,0,0,3,1,0,7,4,6,6,6,2,1,1,8,6,0,5,4
27297,2013,2,25,18,310,487,230,27404,5,9599,6,16,957,1,0,11,2689,1,3,1,0,9,4,1,4,6,2,1,1,8,6,0,2,1
26753,2011,4,20,2011,987,809,895,3867,2,3033,10,62,413,1,0,8,0,0,3,1,0,7,4,5,3,6,2,1,1,8,6,0,6,5
29672,2013,1,22,35,344,508,443,8597,3,18175,5,28,1973,1,0,12,1480,1,3,1,0,7,4,5,3,6,2,1,1,8,6,0,1,1
49458,2011,9,22,2011,832,563,669,7971,4,7507,4,81,554,1,0,0,645,0,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
5596,2011,3,14,1,1024,37,1001,38464,8,9716,11,83,219,1,0,8,0,1,9,6,3,7,4,0,2,6,2,3,3,7,5,0,6,5
12747,2011,8,7,2011,878,574,672,27873,4,17295,13,67,1149,2,0,8,0,1,15,11,1,7,4,5,3,6,2,1,1,7,5,0,4,3
17935,2013,1,17,17,349,574,722,38553,4,10097,9,103,1801,1,0,8,0,2,12,9,4,7,4,3,1,6,2,1,1,7,5,0,4,3
34361,2011,4,14,2011,993,809,895,6618,2,20762,10,62,1521,1,0,8,0,0,8,5,1,7,4,5,3,6,2,2,2,7,5,0,4,3
19181,2011,4,11,2011,996,0,0,32711,1,6805,10,100,925,1,0,8,645,2,3,1,0,7,4,6,6,6,2,1,1,8,6,0,1,1
56153,2011,3,23,18,1015,328,443,16074,6,6376,11,122,1396,1,0,0,0,1,15,11,1,11,4,3,1,6,2,1,1,7,5,0,4,3
20599,2013,2,5,6,330,1842,443,33461,3,5242,5,31,1637,1,0,8,0,1,9,6,3,7,4,6,6,6,2,2,2,7,5,0,6,5
29967,2011,4,15,2011,992,809,895,34621,2,4611,10,62,1295,1,0,8,0,0,8,5,1,7,4,5,3,6,2,2,2,7,5,0,4,3
68398,2013,2,6,2013,329,248,343,7799,7,11305,12,78,1997,1,0,0,0,0,9,6,3,7,4,0,2,4,4,1,1,7,5,0,6,5
18245,2013,2,12,33,323,0,0,1821,0,6011,18,109,340,1,0,8,0,2,9,6,3,7,4,6,6,7,5,2,2,7,5,0,6,5
57407,2013,1,18,10,348,377,443,11167,3,17245,5,28,765,1,0,12,2183,1,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
8234,2011,3,8,7,1030,328,443,43411,6,2197,11,122,909,1,0,11,1169,1,3,1,0,1,1,3,1,6,2,1,1,6,4,1,1,1
44775,2013,3,23,22,284,1098,1296,2864,0,2174,0,27,532,1,0,8,0,1,3,1,0,7,4,4,5,6,2,3,3,6,4,1,1,1
69030,2011,3,26,3,1012,1202,342,2483,6,13830,11,35,1061,1,0,9,1969,1,3,1,0,7,4,3,1,6,2,2,2,6,4,1,1,1
39122,2013,1,30,28,336,1292,443,45426,3,18535,5,31,1117,0,0,10,2318,1,3,1,0,7,4,6,6,6,2,2,2,6,4,1,2,1
46966,2013,2,23,11,312,508,479,13020,5,11227,6,96,1016,1,0,1,2492,1,3,1,0,0,0,3,1,6,2,1,1,8,6,0,1,1
40949,2013,2,4,2013,331,385,443,2562,4,287,17,5,15,0,0,10,0,0,9,6,3,11,4,0,2,6,2,0,0,3,0,0,6,5
47528,2011,3,14,1,1024,37,1001,9858,8,9716,11,83,219,1,0,8,0,1,9,6,3,7,4,0,2,6,2,2,2,7,5,0,6,5
16717,2012,10,19,2012,439,1930,1994,27538,0,21221,17,104,1969,1,0,8,0,1,15,11,1,7,4,0,2,6,2,3,3,7,5,0,4,3
4499,2011,2,27,42,1039,1823,443,36358,8,13823,11,71,752,1,0,8,1597,1,3,1,0,7,4,3,1,6,2,1,1,6,4,1,1,1
53922,2011,3,25,33,1013,508,443,31154,6,16887,11,35,1061,1,0,9,1385,1,3,1,0,7,4,0,2,6,2,2,2,6,4,1,1,1
324,2011,8,3,29,882,508,1655,45683,4,5922,13,121,1540,1,0,8,0,1,9,6,3,7,4,0,2,6,2,2,2,2,4,1,1,1
54597,2013,1,22,41,344,445,567,44743,7,20674,12,116,1002,1,0,11,1297,1,6,10,5,7,4,0,2,6,2,3,3,8,6,0,1,1
51029,2013,3,10,41,297,508,309,2089,5,10816,6,84,1495,1,0,11,2731,0,3,1,0,9,4,3,1,6,2,2,2,6,4,1,6,5
59845,2012,10,16,2012,442,1272,443,36518,0,16252,17,58,1940,1,0,10,0,0,8,5,1,11,4,1,4,6,2,2,2,7,5,0,4,3
19328,2011,3,23,11,1015,23,443,45683,6,2893,3,79,907,1,0,8,0,0,15,11,1,7,4,0,2,6,2,1,1,7,5,0,4,3
44516,2011,2,19,26,1047,112,178,11591,8,8353,14,39,1057,1,0,8,732,0,3,1,0,7,4,0,2,6,2,0,0,0,1,1,1,1
72333,2013,2,4,1,331,508,443,27181,3,3813,5,31,1391,1,0,8,0,1,9,6,3,7,4,6,6,6,2,2,2,7,5,0,6,5
32788,2011,7,27,2011,889,0,0,27992,1,7719,10,100,793,1,0,8,645,2,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
2655,2013,1,30,16,336,385,443,33266,4,10567,17,5,1660,0,0,10,0,0,8,5,1,11,4,0,2,6,2,2,2,7,5,0,4,3
25850,2011,3,16,37,1022,294,384,45683,6,13550,3,24,649,0,0,8,2232,1,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
49814,2011,7,31,2011,885,822,909,16715,1,10366,10,46,1028,1,0,8,1346,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
25897,2013,1,7,2013,359,1927,1991,28541,3,5058,19,115,535,0,0,3,0,0,9,6,3,1,1,4,5,6,2,1,1,0,1,1,2,1
26769,2013,3,16,8,291,2033,2134,12156,0,16183,0,50,593,1,0,8,356,1,3,1,0,7,4,5,3,6,2,2,2,6,4,1,1,1
68324,2011,4,11,2011,996,0,0,18233,6,9563,10,59,177,1,0,8,0,1,3,1,0,7,4,0,2,6,2,3,3,6,4,1,1,1
21148,2013,2,10,21,325,294,385,9696,7,13636,16,120,1560,1,0,8,2026,0,3,1,0,7,4,2,0,6,2,1,1,6,4,1,1,1
71091,2011,3,13,1,1025,1443,139,9731,5,8009,20,95,1776,0,0,5,0,0,9,6,3,4,0,0,2,4,4,2,2,7,5,0,6,5
61966,2013,1,29,29,337,1292,443,13808,3,21346,5,31,1117,0,0,10,1710,1,3,1,0,7,4,6,6,6,2,1,1,6,4,1,2,1
17994,2013,3,3,33,304,508,479,10174,5,523,6,96,589,1,0,1,2089,1,3,1,0,0,0,3,1,6,2,2,2,8,6,0,1,1
40411,2011,8,22,39,863,377,443,11157,2,15540,15,113,1515,1,0,8,1982,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
5470,2013,2,5,2013,330,2125,2225,43600,4,14459,17,5,89,1,0,10,0,0,8,5,1,11,4,0,2,7,5,1,1,7,5,0,6,5
58797,2011,3,5,8,1033,809,340,45683,1,11164,3,55,395,1,0,8,566,0,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
58524,2011,3,22,4,1016,323,443,24154,5,12064,20,44,1137,1,0,8,0,0,9,6,3,7,4,0,2,6,2,1,1,7,5,0,4,3
63166,2013,2,26,18,309,487,230,14007,5,7337,6,16,959,1,0,11,2689,1,3,1,0,9,4,1,4,6,2,1,1,8,6,0,1,1
23946,2013,3,13,24,294,508,343,2430,5,18575,0,65,1,1,0,9,2434,1,3,1,0,10,4,6,6,6,2,2,2,8,6,0,1,1
64024,2011,3,3,16,1035,328,443,30681,6,110,11,122,1163,1,0,0,0,1,15,11,1,7,4,3,1,6,2,1,1,7,5,0,4,3
2003,2013,9,2,21,121,294,385,32541,1,16923,16,61,876,1,0,8,314,1,3,1,0,7,4,3,1,6,2,0,0,8,6,0,1,1
2053,2011,8,8,2011,877,574,443,17344,4,7422,13,54,1940,1,0,8,0,1,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
24762,2013,1,20,7,346,680,806,45426,7,11302,7,47,790,1,0,8,616,0,4,2,1,7,4,4,5,6,2,1,1,3,0,0,4,3
9002,2011,4,17,2011,990,508,302,43411,0,2326,2,42,815,1,0,8,2172,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
73027,2011,7,21,2011,895,1248,443,43411,3,19038,4,6,1826,1,0,8,0,1,3,1,0,7,4,0,2,6,2,3,3,5,3,1,1,1
71094,2013,2,24,6,311,1842,258,9203,7,8517,16,86,932,1,0,10,0,0,15,11,1,11,4,3,1,6,2,2,2,7,5,0,4,3
69653,2011,8,2,2011,883,697,2166,26994,4,14955,13,102,902,1,0,8,2163,0,15,11,1,7,4,0,2,6,2,0,0,7,5,0,4,3
36703,2013,7,3,25,182,294,443,11244,7,13028,16,111,1422,1,0,8,0,1,4,2,1,7,4,5,3,6,2,3,3,7,5,0,4,3
46114,2013,3,29,22,278,508,443,20266,5,13141,0,0,693,1,0,8,1123,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
5887,2011,2,24,4,1042,845,931,10274,8,9929,14,69,2066,1,0,8,0,0,9,6,3,7,4,0,2,6,2,2,2,7,5,0,6,5
7380,2011,2,24,11,1042,1494,1612,45683,1,3622,3,91,1123,1,0,8,1256,0,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
38522,2012,10,11,2012,447,1842,1923,45426,3,4521,19,123,445,1,0,8,0,0,3,1,0,7,4,0,2,6,2,3,3,5,3,1,1,1
28841,2013,2,2,27,333,294,385,18429,7,49,16,120,1243,1,0,8,19,0,3,1,0,7,4,5,3,6,2,1,1,6,4,1,1,1
39777,2011,3,24,2,1014,23,443,14102,6,3457,3,91,387,1,0,9,2802,1,3,1,0,10,4,2,0,6,2,1,1,6,4,1,1,1
71093,2013,4,3,17,273,1735,443,8929,7,12891,16,111,972,1,0,8,0,1,8,5,1,7,4,5,3,6,2,1,1,7,5,0,4,3
26440,2011,3,11,33,1027,508,443,22062,5,4980,20,52,1797,1,0,8,2484,1,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
49676,2011,4,3,2011,1004,508,305,37802,6,3908,10,60,390,1,0,8,0,1,3,1,0,11,4,2,0,6,2,2,2,6,4,1,1,1
15942,2011,2,21,4,1045,1935,443,33028,6,9884,3,91,323,1,0,8,0,0,15,11,1,7,4,0,2,6,2,2,2,3,0,0,4,3
12583,2013,2,25,6,310,1842,258,17995,7,4042,16,86,932,1,0,10,0,0,15,11,1,11,4,3,1,6,2,2,2,7,5,0,4,3
51254,2013,3,24,12,283,508,443,39161,5,16468,0,0,1763,1,0,8,2291,1,3,1,0,7,4,5,3,6,2,1,1,8,6,0,1,1
72092,2012,10,26,2012,432,47,95,21641,3,12211,19,107,719,1,0,8,1799,1,8,5,1,7,4,0,2,6,2,3,3,7,5,0,4,3
42333,2011,3,18,5,1020,1492,1605,41671,6,20967,3,91,325,1,0,8,2441,1,3,1,0,7,4,5,3,6,2,1,1,8,6,0,1,1
39340,2011,3,8,16,1030,1106,443,36653,5,10287,20,68,1207,1,0,8,2849,1,0,0,1,7,4,0,2,4,4,1,1,7,5,0,4,3
27026,2011,4,1,2011,1006,508,635,35771,6,12969,2,76,1306,1,0,8,0,1,14,10,5,7,4,0,2,6,2,2,2,3,0,0,1,1
16713,2011,8,5,2011,880,809,895,38552,2,20469,10,62,1551,0,0,8,0,0,8,5,1,7,4,0,2,6,2,3,3,7,5,0,4,3
36167,2013,3,21,18,286,294,385,22277,1,10712,16,61,1166,2,0,8,314,1,3,1,0,7,4,6,6,6,2,1,1,8,6,0,6,5
28528,2011,4,17,2011,990,1494,1612,43147,0,19334,2,42,506,1,0,8,2467,0,8,5,1,7,4,0,2,0,0,1,1,7,5,0,4,3
62788,2011,8,17,25,868,1574,443,13499,2,8529,15,113,1211,1,0,8,0,1,4,2,1,7,4,0,2,6,2,1,1,3,0,0,4,3
30412,2013,2,11,38,324,1091,769,12370,6,1905,18,56,170,0,0,8,286,0,7,4,2,7,4,0,2,4,4,1,1,3,0,0,2,1
34088,2012,11,3,0,424,2107,826,43411,4,5765,9,10,1175,2,0,4,0,0,3,1,0,3,2,6,6,6,2,3,3,5,3,1,1,1
9938,2013,3,20,23,287,294,1179,11203,1,12909,16,111,1960,0,0,3,0,1,4,2,1,1,1,5,3,6,2,3,3,7,5,0,4,3
28683,2011,3,6,6,1032,508,443,32950,5,9799,20,80,1285,1,0,8,0,0,8,5,1,7,4,0,2,7,5,0,0,7,5,0,4,3
70837,2011,7,19,2011,897,529,658,15574,4,3,13,54,937,1,0,8,0,1,8,5,1,7,4,3,1,4,4,3,3,7,5,0,4,3
59221,2013,3,19,12,288,508,443,42560,5,12870,0,0,1296,1,0,4,0,1,9,6,3,3,2,0,2,6,2,3,3,5,3,1,6,5
9356,2012,10,29,2012,429,1893,1964,40860,3,9632,19,123,2007,1,0,5,0,1,0,0,1,7,4,0,2,6,2,2,2,7,5,0,4,3
61747,2011,5,3,1,974,809,2166,8878,6,15594,3,91,999,1,0,8,0,0,8,5,1,7,4,3,1,6,2,1,1,1,0,0,4,3
23679,2011,7,31,1,885,888,443,32111,2,10503,15,75,1042,1,0,8,0,1,4,2,1,7,4,2,0,6,2,1,1,3,0,0,4,3
13,2013,2,8,4,327,1842,1923,45683,7,12576,16,120,1559,0,0,8,0,0,13,7,1,7,4,0,2,6,2,3,3,3,0,0,4,3
38836,2013,2,4,28,331,438,572,28977,7,19477,12,77,217,1,0,0,0,1,8,5,1,7,4,3,1,6,2,1,1,3,0,0,4,3
60482,2011,3,10,10,1028,508,443,45426,6,3102,11,122,625,1,0,8,0,1,15,11,1,7,4,3,1,4,4,1,1,7,5,0,4,3
26273,2011,3,8,1,1030,37,1001,17776,8,16866,11,83,219,1,0,8,0,1,9,6,3,7,4,0,2,6,2,1,1,7,5,0,6,5
34791,2013,2,15,20,320,294,443,12447,1,9206,16,111,268,1,0,8,0,1,4,2,1,7,4,5,3,6,2,3,3,7,5,0,4,3
18549,2013,1,29,25,337,1574,471,11465,2,8716,15,75,391,1,0,8,0,1,4,2,1,7,4,2,0,6,2,1,1,3,0,0,4,3
46422,2011,6,4,2,942,23,443,43411,6,13809,3,91,1186,1,0,8,2848,1,3,1,0,7,4,5,3,6,2,1,1,8,6,0,1,1
40033,2013,1,24,10,342,273,443,45426,3,7369,5,28,1830,1,0,5,0,0,9,6,3,4,0,0,2,6,2,1,1,5,3,1,1,1
9212,2013,2,2,27,333,437,541,26188,7,163,12,87,1561,1,0,8,0,1,4,2,1,7,4,4,5,5,4,3,3,3,0,0,4,3
65977,2011,3,20,16,1018,328,443,11020,6,1878,11,122,1396,1,0,11,1869,1,3,1,0,11,4,0,2,6,2,1,1,6,4,1,1,1
57512,2011,2,25,16,1041,294,459,45683,1,13204,3,51,1130,1,0,8,640,0,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
4954,2011,8,12,2011,873,586,722,9500,4,19962,13,22,58,1,0,8,0,1,15,11,1,7,4,0,2,6,2,1,1,7,5,0,4,3
4124,2013,3,26,35,281,508,1657,312,5,8768,0,65,852,1,0,8,2062,1,3,1,0,7,4,6,6,6,2,1,1,8,6,0,1,1
49162,2011,4,13,2011,994,1496,1614,29802,1,15124,10,60,2016,0,0,8,0,0,3,1,0,11,4,5,3,6,2,1,1,6,4,1,1,1
29784,2011,4,1,2011,1006,508,307,5149,2,9459,10,60,1372,1,0,8,0,1,3,1,0,11,4,5,3,6,2,0,0,6,4,1,1,1
2370,2012,10,16,2012,442,508,798,32923,4,19571,17,58,1700,1,0,12,0,0,7,4,2,8,0,1,4,6,2,1,1,0,1,1,2,1
18853,2011,3,22,37,1016,1920,1983,42032,8,10570,20,33,1454,1,0,8,2572,1,3,1,0,7,4,0,2,6,2,3,3,8,6,0,1,1
63999,2011,2,21,14,1045,340,477,19381,8,21136,14,39,195,1,0,8,0,0,9,6,3,7,4,4,5,6,2,1,1,3,0,0,4,3
34865,2013,2,9,14,326,1380,1544,40926,4,9872,9,103,591,2,0,3,0,1,12,9,4,1,1,0,2,6,2,2,2,7,5,0,4,3
61892,2013,3,23,3,284,1,2,18213,8,13756,1,20,713,2,0,5,0,0,14,10,5,4,0,4,5,6,2,1,1,7,5,0,1,1
3336,2011,3,19,18,1019,328,443,17994,6,13825,11,122,2033,1,0,0,0,1,15,11,1,6,3,6,6,6,2,2,2,7,5,0,1,1
37538,2011,3,4,40,1034,508,443,35153,6,3297,11,122,928,1,0,0,0,1,4,2,1,7,4,0,2,7,5,0,0,7,5,0,4,3
51955,2011,8,3,2,882,809,2166,9508,6,11838,3,91,1008,1,0,8,0,0,8,5,1,7,4,5,3,6,2,1,1,1,0,0,4,3
60757,2011,11,7,2011,786,294,307,12492,1,1366,10,46,61,1,0,8,2099,1,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
18774,2013,3,27,13,280,151,165,23348,7,9498,16,61,1157,2,0,11,158,1,3,1,0,9,4,3,1,6,2,1,1,8,6,0,1,1
57855,2012,10,16,2012,442,1600,443,35536,3,5153,17,25,85,1,0,0,0,1,8,5,1,11,4,6,6,3,3,2,2,7,5,0,4,3
42919,2011,7,30,2011,886,752,876,29165,4,3625,13,67,890,1,0,8,0,1,7,4,2,7,4,4,5,6,2,1,1,2,4,1,2,1
54874,2011,8,3,25,882,508,443,18782,5,12902,20,117,1525,1,0,8,1630,1,7,4,2,7,4,0,2,6,2,1,1,6,4,1,2,1
42338,2011,8,8,2011,877,1962,443,8345,8,7882,11,72,1524,1,0,8,0,1,13,7,1,7,4,0,2,6,2,0,0,7,5,0,4,3
60898,2011,7,29,2011,887,0,0,6257,1,19337,10,100,371,1,0,8,1202,2,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
59275,2011,7,21,2011,895,260,443,35106,3,19038,4,6,1826,1,0,8,0,1,8,5,1,7,4,2,0,3,3,1,1,7,5,0,4,3
27598,2013,3,4,23,303,0,0,35239,0,19849,18,109,2000,2,0,8,0,2,0,0,1,7,4,0,2,6,2,2,2,3,0,0,4,3
54119,2011,3,27,33,1011,1962,443,28384,6,11568,3,91,2079,1,0,9,2860,1,3,1,0,10,4,3,1,6,2,0,0,6,4,1,1,1
10335,2011,3,18,14,1020,328,1655,31008,6,5779,11,35,308,1,0,0,0,1,15,11,1,7,4,0,2,6,2,2,2,7,5,0,4,3
69180,2013,12,3,17,29,508,638,43828,5,15009,6,73,952,1,0,12,310,1,3,1,0,8,0,3,1,6,2,1,1,8,6,0,2,1
66078,2011,3,10,2011,1028,508,635,6257,8,11274,2,76,1135,1,0,8,1468,1,14,10,5,7,4,4,5,6,2,1,1,8,6,0,1,1
35942,2011,8,6,23,879,1289,443,6568,3,5648,15,92,725,0,0,8,0,0,9,6,3,7,4,0,2,6,2,1,1,7,5,0,6,5
61807,2013,3,9,22,298,195,477,12252,5,8283,6,84,679,1,0,8,906,0,3,1,0,7,4,0,2,6,2,2,2,8,6,0,6,5
26827,2013,1,19,2013,347,1979,219,4550,4,3680,17,25,1613,1,0,0,1092,1,3,1,0,7,4,4,5,6,2,1,1,2,4,1,6,5
26949,2011,3,14,26,1024,508,443,22320,5,8484,20,52,1037,1,0,8,0,1,9,6,3,7,4,0,2,6,2,1,1,8,6,0,6,5
52753,2011,4,11,2011,996,1496,1614,4508,6,3160,10,60,2016,0,0,8,0,0,3,1,0,11,4,5,3,6,2,1,1,6,4,1,1,1
40967,2011,4,10,2011,997,0,0,7740,1,7278,10,100,925,1,0,8,2425,2,3,1,0,7,4,6,6,6,2,2,2,8,6,0,1,1
13907,2011,7,19,2011,897,508,638,41162,4,6,13,15,508,1,0,8,1,1,14,10,5,7,4,4,5,6,2,2,2,3,0,0,2,1
42922,2013,1,30,37,336,508,638,25383,3,17851,5,28,1834,1,0,12,750,1,3,1,0,9,4,2,0,6,2,1,1,6,4,1,2,1
11730,2011,3,8,2011,1030,310,634,110,6,1855,2,4,1518,1,0,8,1983,1,7,4,2,7,4,4,5,6,2,1,1,3,0,0,1,1
68874,2011,3,28,39,1010,508,443,24612,5,19476,20,52,2071,1,0,8,904,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
18798,2013,2,6,6,329,888,1016,379,7,4947,12,57,1542,1,0,8,0,1,3,1,0,7,4,4,5,6,2,1,1,8,6,0,1,1
