id,year_recorded,month_recorded,day_recorded,age_of_pump,date_recorded_distance_days_20140101
24921,2012,10,9,2012,449
58073,2013,4,3,11,273
42726,2011,3,3,16,1035
12057,2012,10,10,2012,448
9755,2013,2,23,43,312
32652,2013,2,3,8,332
19458,2013,3,14,11,293
47214,2013,1,21,8,345
24115,2011,3,23,4,1015
53472,2011,3,12,8,1026
65572,2012,10,19,2012,439
13467,2011,3,29,5,1009
40774,2013,2,25,7,310
55263,2011,12,3,4,760
35076,2011,8,4,2011,881
62085,2011,3,15,23,1023
71364,2013,3,4,2013,303
65850,2011,3,23,24,1015
5035,2013,1,25,5,341
61424,2013,2,22,4,313
56707,2011,4,15,2011,992
48605,2013,1,20,32,346
58057,2013,2,6,29,329
59008,2012,10,22,12,436
64476,2011,3,15,4,1023
18143,2011,3,5,2,1033
9324,2011,3,2,6,1036
40742,2011,3,14,2011,1024
36693,2011,3,23,19,1015
57603,2011,7,20,2011,896
45665,2013,2,19,12,316
38196,2013,1,4,2,362
50814,2013,3,30,7,277
6513,2011,3,9,35,1029
24023,2013,9,3,12,120
70791,2011,3,27,2,1011
6879,2011,3,8,40,1030
34899,2013,1,17,4,349
13664,2013,1,18,2013,348
31198,2011,4,19,2011,988
36784,2012,10,2,2012,456
41051,2013,1,16,28,350
20779,2013,2,3,2,332
70280,2011,4,12,2011,995
38988,2011,7,24,2011,892
33839,2011,4,20,8,987
51209,2011,3,16,21,1022
53379,2011,3,18,33,1020
58975,2013,1,18,31,348
12564,2013,12,3,18,29
60311,2012,10,31,2012,427
69335,2011,7,8,2011,908
5054,2011,3,26,20,1012
5537,2013,1,16,18,350
21024,2011,3,6,27,1032
59546,2012,10,12,2012,446
35849,2012,10,20,2012,438
20762,2013,1,29,1,337
62467,2011,2,23,7,1043
5871,2013,3,21,13,286
41193,2013,2,3,3,332
9506,2012,10,21,2012,437
54387,2011,7,25,2011,891
46036,2011,7,26,2011,890
40094,2013,3,19,25,288
45681,2011,7,26,2011,890
53683,2013,2,16,4,319
60989,2013,2,13,9,322
21236,2013,1,28,4,338
62546,2013,2,9,5,326
19572,2013,8,3,4,151
46252,2013,2,9,10,326
55225,2013,4,3,4,273
2377,2011,3,17,4,1021
10702,2013,2,26,2,309
567,2011,8,18,9,867
38945,2013,2,5,4,330
3645,2011,3,13,23,1025
51666,2011,7,12,2011,904
7689,2011,8,13,32,872
54746,2011,4,8,2011,999
59421,2012,10,20,2012,438
29264,2012,10,29,3,429
61782,2013,2,3,1,332
71636,2012,10,23,48,435
61338,2012,10,18,2012,440
64578,2013,3,17,10,290
24774,2011,7,22,2011,894
31188,2013,2,20,17,315
24178,2013,3,30,11,277
11619,2011,7,20,2011,896
31387,2011,7,18,2011,898
17834,2011,3,9,1,1029
27911,2013,2,19,5,316
46304,2011,3,12,1,1026
24507,2011,7,10,2011,906
37945,2013,2,3,7,332
41153,2011,3,17,2011,1021
26476,2013,1,18,2013,348
5021,2011,1,4,33,1093
40620,2013,3,2,2,305
22004,2013,3,21,50,286
23693,2013,3,29,6,278
69970,2013,4,2,0,274
34072,2011,8,10,2011,875
63458,2012,10,19,2012,439
49079,2011,3,16,14,1022
45151,2013,2,11,4,324
5062,2013,2,23,2,312
16487,2011,3,20,11,1018
14261,2011,3,11,2,1027
40345,2012,10,16,2012,442
46604,2012,10,20,2012,438
1117,2011,7,17,2011,899
72037,2013,1,17,18,349
10256,2013,3,20,2,287
38463,2013,2,2,2013,333
35423,2013,3,30,6,277
55794,2011,4,16,5,991
33958,2012,11,12,3,415
29075,2011,3,16,2011,1022
70617,2011,7,10,2011,906
61576,2011,8,5,2011,880
59490,2013,1,30,1,336
69533,2013,1,19,10,347
23141,2013,2,12,21,323
52900,2013,2,14,21,321
5045,2013,3,20,5,287
70996,2013,3,3,18,304
22403,2013,1,29,2,337
63638,2011,7,11,2011,905
31286,2011,7,30,2011,886
69934,2013,2,14,1,321
31545,2011,3,9,4,1029
39101,2011,8,2,2011,883
45828,2011,4,8,2011,999
34633,2013,2,14,17,321
22182,2013,2,9,4,326
63364,2011,2,27,8,1039
28708,2011,4,3,2011,1004
59489,2011,2,23,7,1043
11413,2013,1,20,31,346
11907,2013,2,24,5,311
68335,2013,3,30,43,277
21105,2013,2,2,8,333
41243,2013,4,3,5,273
14565,2013,3,27,15,280
62164,2011,7,30,2011,886
22359,2011,8,2,2011,883
50381,2013,1,22,7,344
71009,2011,4,13,2011,994
68103,2011,7,13,2011,903
48616,2011,7,12,2011,904
35175,2013,2,8,1,327
28655,2011,3,7,11,1031
55586,2011,4,17,2011,990
39525,2011,7,22,2011,894
21076,2012,10,8,2012,450
38056,2011,3,14,32,1024
48289,2011,3,19,22,1019
35344,2011,3,20,4,1018
48794,2013,2,12,11,323
53286,2013,3,13,3,294
57793,2011,4,6,2011,1001
2525,2011,3,17,2011,1021
2352,2011,3,12,25,1026
3126,2011,4,14,2011,993
8334,2013,3,26,41,281
29913,2013,2,8,6,327
39119,2011,3,27,33,1011
46842,2013,2,21,6,314
10139,2012,11,8,2012,419
59101,2013,1,23,8,343
33186,2013,4,4,13,272
25527,2012,10,12,2012,446
58333,2011,7,27,2011,889
13257,2013,3,22,13,285
18129,2012,10,28,2012,430
5878,2012,10,18,13,440
63399,2011,8,8,2011,877
39622,2011,7,15,2011,901
40962,2013,3,15,6,292
61647,2011,3,24,2,1014
30263,2013,2,24,2,311
25770,2011,4,4,18,1003
8984,2013,2,2,28,333
1516,2011,2,26,2,1040
8160,2011,7,19,2011,897
52376,2011,4,14,2011,993
22609,2012,10,11,2012,447
56011,2013,7,3,5,182
67834,2012,10,29,2012,429
49294,2011,3,8,1,1030
41613,2011,3,5,14,1033
32343,2011,7,13,2011,903
60466,2011,8,9,2011,876
21921,2011,7,21,2011,895
63504,2013,5,3,10,243
21747,2011,3,18,2011,1020
13481,2011,3,20,3,1018
8603,2012,10,23,2012,435
13376,2011,3,18,5,1020
67,2011,8,3,2011,882
67003,2013,2,21,1,314
52480,2011,3,21,36,1017
60635,2013,8,3,4,151
34449,2012,10,22,2012,436
17799,2012,12,16,2012,381
930,2011,8,7,14,878
16121,2013,2,18,11,317
14581,2013,8,3,19,151
31391,2011,3,20,4,1018
70356,2013,1,21,37,345
22422,2013,3,15,1,292
12211,2011,4,17,2011,990
44804,2013,7,2,18,183
69700,2011,4,18,6,989
33826,2011,3,30,2011,1008
323,2012,10,29,2012,429
66962,2011,4,14,37,993
7175,2013,1,18,2013,348
3629,2013,1,25,2,341
14536,2011,8,6,2011,879
66207,2011,8,16,2011,869
29876,2011,3,21,0,1017
35826,2011,7,11,2011,905
62308,2013,3,13,6,294
34991,2011,7,20,2011,896
14436,2013,9,3,8,120
17566,2013,3,13,6,294
60713,2012,10,28,2012,430
73232,2013,1,23,1,343
39232,2013,2,19,25,316
33827,2011,3,1,29,1037
22510,2011,3,6,7,1032
65554,2013,2,13,5,322
8476,2013,3,13,14,294
70367,2013,2,21,22,314
20678,2011,3,21,11,1017
63402,2012,10,8,2012,450
1497,2011,3,17,5,1021
196,2011,2,16,2,1050
14504,2012,10,12,2012,446
10964,2013,3,18,13,289
32523,2013,2,9,3,326
47163,2013,1,22,34,344
11467,2011,2,3,32,1063
3635,2011,2,25,15,1041
8047,2011,3,13,2,1025
66000,2011,4,8,2011,999
54166,2013,1,30,37,336
36404,2013,3,7,10,300
65613,2012,11,15,2012,412
15971,2011,7,24,2011,892
29426,2012,10,16,2012,442
40738,2013,2,3,25,332
52921,2011,8,17,25,868
34811,2013,2,21,12,314
2234,2011,3,26,2011,1012
28813,2011,4,8,2011,999
65085,2011,3,19,4,1019
17669,2013,3,1,33,306
15749,2011,8,4,20,881
68164,2011,7,16,2011,900
12258,2012,10,28,2012,430
64615,2011,2,19,33,1047
36573,2011,7,28,28,888
50330,2011,2,28,37,1038
60795,2012,10,24,2012,434
70716,2013,5,4,13,242
11106,2011,8,8,2011,877
7163,2011,7,17,2011,899
4034,2013,2,3,24,332
59839,2011,4,12,2011,995
48889,2011,7,22,2011,894
52956,2013,3,19,14,288
12031,2012,10,10,2012,448
22903,2013,3,8,3,299
58740,2011,7,4,33,912
1248,2011,7,31,2011,885
56533,2011,2,19,39,1047
37793,2013,3,28,6,279
62627,2011,8,7,2011,878
14636,2011,3,9,4,1029
21936,2013,11,3,10,59
6951,2013,2,14,2,321
12019,2013,2,7,2013,328
50085,2013,2,11,35,324
30101,2011,7,10,2011,906
46632,2012,11,14,2012,413
65486,2011,4,6,2011,1001
30253,2013,2,27,51,308
52079,2013,2,5,12,330
30512,2013,2,8,25,327
35260,2011,3,4,3,1034
30078,2012,11,5,4,422
55102,2012,10,15,2012,443
12215,2012,10,7,2012,451
51154,2011,4,13,37,994
33470,2011,4,11,2011,996
66514,2013,1,19,39,347
73954,2013,2,16,16,319
44904,2013,2,16,3,319
47153,2013,2,2,19,333
48819,2012,11,2,23,425
42022,2011,4,18,12,989
4096,2013,2,4,41,331
45229,2012,10,29,2012,429
39175,2012,10,18,1,440
44646,2011,3,6,7,1032
44318,2013,3,24,33,283
342,2011,2,19,1,1047
50824,2011,4,8,2011,999
48321,2011,4,3,6,1004
19959,2012,10,10,2012,448
41316,2013,2,19,25,316
34060,2011,4,3,2011,1004
17518,2011,3,23,8,1015
36705,2011,4,4,11,1003
49146,2011,4,6,2011,1001
59353,2011,2,19,2,1047
57182,2011,4,13,2011,994
66233,2013,2,13,2,322
69217,2011,3,1,15,1037
10220,2013,2,15,36,320
61112,2011,8,22,39,863
71078,2013,2,3,24,332
64022,2013,3,2,15,305
33603,2011,3,21,9,1017
53112,2011,4,3,1,1004
25297,2013,3,19,8,288
67063,2012,11,3,3,424
58560,2013,2,23,4,312
610,2011,7,14,2011,902
19399,2011,4,3,2011,1004
55778,2013,2,20,1,315
25618,2013,3,18,6,289
52180,2013,1,29,2013,337
29578,2013,2,27,2013,308
30260,2011,3,9,38,1029
8348,2013,3,15,15,292
18742,2013,2,26,23,309
38700,2011,2,20,11,1046
122,2013,3,7,16,300
18312,2013,2,27,20,308
49243,2011,4,4,2011,1003
13780,2011,3,14,2011,1024
49445,2011,8,10,2011,875
43514,2013,1,30,2,336
11022,2012,10,22,2012,436
17801,2012,10,20,2012,438
47435,2011,3,17,15,1021
6915,2013,2,7,5,328
22810,2011,4,6,2011,1001
68727,2013,1,21,8,345
72662,2013,3,28,11,279
55301,2011,8,2,2011,883
3050,2011,7,27,2011,889
8002,2011,3,7,15,1031
65,2013,1,3,5,363
3358,2004,3,1,24,3593
5191,2011,3,5,26,1033
2567,2011,3,6,2,1032
14116,2013,2,14,2013,321
12543,2013,2,21,10,314
52408,2011,8,2,2011,883
8240,2011,3,9,21,1029
14442,2013,2,22,2013,313
47573,2013,2,28,19,307
62929,2012,11,8,40,419
71531,2012,10,22,2012,436
35836,2011,8,9,2011,876
9511,2011,2,3,1,1063
24968,2011,3,21,29,1017
56701,2013,2,20,3,315
11813,2013,3,20,4,287
38423,2013,2,15,17,320
62106,2012,10,19,2012,439
44349,2013,2,19,18,316
53129,2013,1,17,7,349
27397,2013,3,29,6,278
33446,2013,2,23,36,312
62265,2011,2,26,3,1040
37451,2011,7,21,15,895
71039,2013,2,8,1,327
15980,2011,7,27,29,889
48769,2013,1,15,39,351
68044,2011,3,24,18,1014
51643,2011,3,9,7,1029
12593,2013,1,28,3,338
73713,2013,1,17,28,349
48873,2011,3,2,3,1036
45144,2011,3,10,16,1028
12289,2011,7,20,2011,896
23768,2013,1,20,2,346
61768,2011,3,16,2011,1022
66771,2011,7,30,15,886
50265,2011,7,10,2011,906
57795,2011,4,13,2011,994
50623,2011,3,26,5,1012
39926,2011,7,18,2011,898
36518,2013,1,23,3,343
42331,2011,4,5,2011,1002
5393,2012,10,12,2012,446
11917,2013,2,13,40,322
26785,2011,3,4,3,1034
7157,2011,3,28,2011,1010
39878,2011,3,27,2011,1011
9855,2013,2,17,23,318
35636,2011,3,21,3,1017
8244,2013,2,13,17,322
1533,2013,2,14,10,321
15548,2011,3,31,42,1007
7316,2013,2,3,8,332
60895,2012,10,20,2012,438
54993,2013,3,16,33,291
25892,2013,3,15,2,292
73350,2011,7,30,2011,886
39418,2011,4,11,2011,996
38673,2011,7,31,2011,885
14336,2013,3,21,13,286
37119,2011,7,9,2011,907
24203,2013,3,19,4,288
57615,2012,10,7,2012,451
34477,2011,3,23,2011,1015
18131,2011,3,9,7,1029
28105,2013,2,12,12,323
25445,2011,7,30,0,886
51917,2011,2,23,7,1043
41260,2013,2,21,5,314
17684,2013,3,14,2,293
69,2013,2,13,11,322
9637,2011,8,2,0,883
52737,2011,7,14,2011,902
10590,2013,2,5,35,330
9027,2013,10,2,21,91
40501,2012,11,3,2012,424
46982,2013,3,24,23,283
25632,2011,7,17,20,899
68433,2011,7,16,2011,900
66173,2011,3,15,3,1023
23783,2011,2,25,2011,1041
40643,2011,3,21,3,1017
74202,2013,3,3,3,304
34895,2011,3,2,1,1036
24505,2013,2,15,8,320
23415,2011,2,27,0,1039
26274,2013,2,16,11,319
73782,2013,2,9,6,326
51053,2013,3,19,3,288
62845,2013,2,16,9,319
18096,2013,3,16,33,291
37285,2011,3,31,2011,1007
13771,2011,2,25,1,1041
5293,2011,4,2,2011,1005
40718,2011,3,26,2011,1012
11390,2013,4,4,41,272
64758,2011,7,21,2011,895
19571,2013,1,23,29,343
17101,2012,10,17,2012,441
68133,2013,2,12,7,323
61691,2011,3,9,6,1029
26050,2011,4,8,2011,999
29488,2011,4,3,2011,1004
26031,2011,4,8,2011,999
65933,2011,7,30,2011,886
45431,2011,8,2,2011,883
66091,2013,3,14,11,293
62969,2011,4,6,2011,1001
69683,2011,3,14,21,1024
28555,2011,3,18,0,1020
12893,2013,1,28,15,338
41739,2013,2,12,8,323
41991,2011,8,8,12,877
16016,2013,2,26,8,309
41875,2013,2,16,13,319
775,2011,4,9,2011,998
49481,2013,3,18,13,289
22682,2012,12,24,2012,373
3991,2011,7,31,2011,885
14762,2013,3,20,4,287
67724,2011,8,9,2011,876
33966,2012,10,26,2012,432
44875,2013,2,18,6,317
42592,2011,7,14,2011,902
18631,2012,10,13,2012,445
58236,2013,2,5,2013,330
23408,2013,2,8,13,327
34062,2011,4,14,16,993
69618,2013,3,18,13,289
21508,2011,3,24,18,1014
64070,2013,1,29,2,337
23863,2013,2,17,6,318
37255,2011,7,28,2011,888
18480,2013,1,21,31,345
24400,2013,2,20,4,315
12782,2011,4,15,2011,992
12621,2013,2,3,34,332
49328,2013,3,13,6,294
2227,2011,3,30,2011,1008
59352,2013,2,11,1,324
50612,2013,3,3,4,304
67607,2012,10,5,2012,453
61909,2011,4,8,2011,999
9436,2011,2,23,21,1043
63246,2013,4,3,14,273
42098,2012,11,6,2012,421
24858,2011,3,30,2011,1008
60191,2012,10,23,2012,435
26229,2011,7,18,2011,898
42211,2013,1,8,23,358
50637,2011,4,2,2011,1005
19297,2011,7,28,2011,888
46291,2013,2,10,3,325
68910,2011,2,3,30,1063
56142,2011,2,21,1,1045
49011,2013,12,2,6,30
72258,2011,7,5,2011,911
35177,2012,11,12,2012,415
55940,2013,2,24,9,311
46731,2011,3,14,21,1024
64969,2013,3,4,8,303
28496,2011,3,15,4,1023
10077,2011,3,14,12,1024
61324,2012,10,31,2012,427
45690,2011,7,18,2011,898
48108,2011,3,27,2011,1011
28486,2011,3,20,2011,1018
11238,2013,3,15,3,292
45835,2011,7,7,2011,909
60987,2013,2,10,2013,325
2656,2013,4,4,3,272
50182,2013,1,19,6,347
62383,2011,3,14,5,1024
40500,2011,8,8,2011,877
21258,2013,3,25,12,282
8893,2011,3,22,3,1016
46442,2011,8,3,2011,882
65117,2011,3,31,2011,1007
4118,2011,3,22,1,1016
59803,2013,3,28,6,279
58082,2013,11,3,4,59
16365,2013,8,3,5,151
69526,2013,2,27,2013,308
62216,2013,3,2,5,305
13959,2013,1,22,10,344
43654,2012,10,18,2012,440
25583,2012,11,8,2012,419
49439,2012,10,6,2012,452
55798,2011,3,2,27,1036
19788,2011,8,3,2011,882
21352,2011,3,15,2,1023
2010,2011,7,19,2011,897
48273,2013,9,3,15,120
53445,2013,2,7,12,328
33362,2011,2,21,5,1045
28419,2012,10,17,2012,441
13653,2011,3,5,16,1033
19214,2011,3,21,22,1017
66217,2013,10,3,33,90
66200,2013,3,18,4,289
43518,2013,3,6,11,301
21202,2011,3,22,2011,1016
42674,2013,2,9,20,326
28149,2013,2,27,27,308
39365,2011,3,6,2,1032
71603,2013,3,23,50,284
28157,2011,2,26,1,1040
10482,2012,11,3,2012,424
41470,2012,11,5,2012,422
39078,2011,3,27,29,1011
34817,2011,3,21,2011,1017
71844,2011,3,9,8,1029
34275,2011,3,26,2011,1012
53735,2013,2,12,31,323
47840,2011,7,29,2011,887
29455,2013,2,10,13,325
28178,2011,2,23,2011,1043
63471,2011,7,30,2011,886
54267,2011,7,18,2011,898
49159,2011,2,20,8,1046
13948,2011,3,30,2011,1008
73089,2011,3,19,2011,1019
46367,2011,8,3,24,882
61304,2013,3,14,3,293
73266,2011,3,29,2011,1009
10731,2011,7,31,2011,885
71249,2011,3,5,4,1033
10350,2011,3,16,3,1022
62959,2012,10,25,16,433
18777,2011,7,22,2011,894
619,2011,7,11,2011,905
37923,2013,2,3,8,332
65779,2012,11,6,2012,421
67431,2013,3,3,13,304
45964,2013,2,16,21,319
29434,2011,3,10,2011,1028
34448,2011,4,15,2011,992
36121,2013,1,22,28,344
71711,2012,10,27,2012,431
3504,2011,3,3,1,1035
1739,2011,3,3,26,1035
29460,2012,10,26,12,432
46985,2011,3,4,1,1034
70143,2013,6,3,24,212
11395,2013,3,6,41,301
58760,2012,10,7,2012,451
28303,2013,3,15,13,292
36454,2013,2,6,25,329
35433,2011,4,13,2011,994
13513,2011,2,28,3,1038
28518,2011,7,23,28,893
70715,2011,7,25,2011,891
6403,2011,4,3,2011,1004
66703,2013,9,3,12,120
62588,2011,3,19,2011,1019
235,2013,1,17,2013,349
67113,2012,10,14,2012,444
60645,2012,10,30,2012,428
29015,2013,3,28,1,279
33899,2011,7,9,2011,907
52566,2011,2,23,4,1043
34858,2011,2,28,8,1038
29353,2011,2,25,7,1041
3301,2012,12,17,8,380
40495,2011,7,30,2011,886
1427,2013,2,9,7,326
19187,2011,7,11,2011,905
11442,2013,2,6,8,329
18138,2013,1,30,9,336
24136,2013,3,25,5,282
61267,2011,3,27,11,1011
27307,2012,10,11,2012,447
46991,2011,3,25,11,1013
40409,2013,2,20,19,315
19509,2011,8,5,2011,880
14237,2011,4,5,14,1002
21505,2013,2,25,13,310
73394,2011,2,20,8,1046
46202,2013,2,4,33,331
43486,2011,3,7,1,1031
71804,2013,2,16,4,319
68215,2011,3,8,7,1030
53703,2013,2,26,1,309
6359,2011,3,7,30,1031
18991,2011,8,9,2011,876
73147,2011,3,12,25,1026
9155,2011,8,6,2011,879
63129,2013,2,10,9,325
37653,2011,3,8,31,1030
56440,2013,1,31,36,335
29798,2011,8,8,2011,877
68313,2013,3,22,3,285
49557,2013,3,16,41,291
4237,2011,2,27,11,1039
39137,2013,1,29,9,337
67478,2011,2,24,2011,1042
50525,2011,3,22,2,1016
53003,2011,3,19,22,1019
41694,2011,4,17,2011,990
74141,2013,3,4,3,303
25859,2013,1,17,28,349
57905,2011,2,18,4,1048
23509,2012,10,17,2012,441
58235,2011,7,30,2011,886
69201,2011,8,5,2011,880
39166,2013,1,16,2013,350
15716,2011,8,6,2011,879
28868,2013,3,11,41,296
399,2011,3,18,2011,1020
13248,2012,11,12,2012,415
50094,2013,3,18,4,289
43927,2011,3,20,2,1018
65601,2012,11,9,2012,418
54445,2011,7,24,2011,892
26207,2013,2,12,38,323
71102,2011,4,11,2011,996
51276,2013,2,17,4,318
55605,2013,3,18,33,289
63165,2011,8,11,2011,874
12879,2013,3,28,3,279
35902,2011,7,16,2011,900
32148,2011,7,20,2011,896
66168,2011,7,12,2011,904
26370,2011,3,5,23,1033
758,2011,3,18,2011,1020
11753,2011,4,18,6,989
29899,2011,7,13,2011,903
17205,2011,8,3,2011,882
6904,2011,3,21,22,1017
55905,2013,3,1,15,306
64674,2011,8,2,6,883
30053,2012,10,20,22,438
17523,2011,3,20,0,1018
30583,2013,3,6,2,301
7640,2013,3,16,13,291
60044,2011,7,11,2011,905
46002,2013,2,12,23,323
44075,2011,7,18,27,898
71814,2013,3,17,13,290
30478,2011,8,17,20,868
67180,2013,10,3,7,90
52183,2013,1,19,30,347
73690,2013,1,29,33,337
33145,2011,3,21,18,1017
29789,2011,7,21,2011,895
42378,2011,2,3,29,1063
51795,2012,10,29,2012,429
10321,2013,2,20,2013,315
67444,2011,8,3,2011,882
39502,2012,10,27,2012,431
38253,2011,8,7,2011,878
57475,2011,3,26,4,1012
67970,2013,11,3,9,59
56493,2011,3,11,15,1027
11555,2013,3,18,33,289
61944,2013,3,13,14,294
28341,2013,2,14,2013,321
27162,2011,7,22,2011,894
1765,2013,3,12,3,295
16497,2012,10,19,2012,439
3811,2013,3,16,41,291
56409,2011,4,3,2011,1004
30107,2011,3,19,2011,1019
18474,2011,3,14,21,1024
65278,2011,3,25,18,1013
48913,2013,2,14,11,321
39434,2011,3,7,1,1031
53942,2011,3,25,1,1013
46820,2013,3,26,23,281
5512,2013,2,4,2013,331
44815,2011,3,26,0,1012
8380,2011,3,15,26,1023
32717,2013,9,3,18,120
57128,2011,4,6,2011,1001
63450,2011,3,25,21,1013
15302,2011,8,2,2011,883
19380,2013,2,5,2013,330
16553,2013,2,10,27,325
50410,2011,7,25,2011,891
64855,2013,1,19,2013,347
66188,2011,8,3,2011,882
39173,2011,4,10,2011,997
48228,2011,2,28,1,1038
24926,2011,3,27,2011,1011
12313,2011,2,27,33,1039
18674,2011,4,8,2011,999
15800,2013,3,23,3,284
12962,2011,7,12,2011,904
67727,2013,1,22,2013,344
30673,2011,8,4,20,881
3240,2013,2,21,3,314
44549,2011,7,10,2011,906
59900,2011,3,4,1,1034
35923,2011,4,3,15,1004
29613,2013,1,26,2013,340
34122,2011,4,3,2011,1004
31788,2013,6,4,13,211
13263,2013,1,17,2013,349
14453,2011,3,15,2011,1023
25780,2011,7,27,2011,889
23806,2011,7,12,2011,904
33934,2013,2,18,7,317
24044,2012,10,5,2012,453
48975,2012,10,8,2012,450
19221,2013,6,3,0,212
31283,2011,8,24,2011,861
1047,2013,3,27,35,280
21149,2011,3,31,2011,1007
70286,2013,2,22,4,313
30437,2013,6,4,3,211
46206,2011,7,23,16,893
32657,2012,10,22,29,436
36542,2011,8,23,21,862
2425,2013,1,28,4,338
62677,2011,3,2,27,1036
61463,2011,3,13,4,1025
43756,2011,3,6,26,1032
59457,2013,3,26,23,281
37870,2013,2,23,5,312
17228,2013,2,14,13,321
23380,2011,3,16,1,1022
29566,2011,8,13,2011,872
53324,2012,10,8,2012,450
67110,2011,3,3,27,1035
6763,2013,7,3,5,182
46614,2012,10,24,0,434
55391,2011,3,17,5,1021
5922,2011,3,16,10,1022
70229,2011,3,17,5,1021
73167,2013,1,21,31,345
10476,2011,2,25,1,1041
740,2013,2,3,20,332
8896,2011,7,29,13,887
37258,2011,7,14,39,902
37392,2011,3,7,2011,1031
52885,2012,10,5,2012,453
41789,2011,4,11,2011,996
65957,2011,3,4,1,1034
14772,2013,2,27,39,308
73754,2013,2,15,6,320
40308,2011,4,13,2011,994
64250,2011,7,9,2011,907
44644,2011,4,17,2011,990
4644,2013,1,18,3,348
65016,2011,7,4,2011,912
7720,2011,7,16,2011,900
23379,2011,8,3,0,882
66516,2013,2,8,19,327
31986,2013,2,18,5,317
62542,2013,2,7,8,328
20881,2012,11,8,2012,419
23983,2013,7,3,5,182
51313,2011,7,12,2011,904
834,2011,7,19,2011,897
7906,2013,2,3,24,332
51834,2011,4,17,2,990
3994,2013,2,6,5,329
55766,2011,8,3,2011,882
44159,2011,3,10,20,1028
21021,2011,3,28,6,1010
71367,2011,8,9,14,876
17740,2011,2,24,11,1042
58180,2011,2,26,27,1040
33529,2013,3,3,6,304
14899,2013,3,18,27,289
32146,2011,3,13,3,1025
39642,2012,10,27,19,431
67466,2013,1,21,29,345
50883,2011,7,22,0,894
1140,2011,8,8,2011,877
24258,2013,2,6,21,329
68689,2011,7,6,2011,910
6616,2013,2,4,17,331
69222,2011,7,17,2011,899
35934,2011,3,17,5,1021
6414,2013,3,17,13,290
65499,2011,7,22,2011,894
43943,2013,2,16,21,319
15443,2013,1,22,5,344
37737,2013,2,25,2013,310
35291,2011,4,8,2011,999
52193,2012,10,9,2012,449
73828,2013,2,19,7,316
14672,2011,3,24,22,1014
12515,2013,2,3,16,332
69714,2012,10,24,2012,434
68686,2011,2,21,13,1045
66310,2013,2,19,27,316
65301,2013,2,11,29,324
29321,2011,3,30,8,1008
7541,2011,8,3,2011,882
5144,2013,4,3,26,273
308,2011,8,4,2,881
5350,2013,3,14,3,293
23771,2012,12,13,2012,384
54454,2013,3,15,35,292
16624,2011,4,2,2011,1005
21354,2011,3,12,2011,1026
16627,2011,3,16,4,1022
51892,2011,3,31,16,1007
23432,2011,3,15,11,1023
72993,2012,10,12,2012,446
60855,2013,3,20,9,287
64116,2013,1,20,13,346
51721,2013,2,18,9,317
65791,2011,3,8,11,1030
28087,2013,2,20,39,315
18368,2011,7,13,2011,903
22883,2011,7,20,4,896
69601,2011,7,8,2011,908
8527,2011,4,13,2011,994
45318,2011,4,1,2011,1006
7493,2012,10,25,2012,433
63321,2011,2,15,4,1051
25946,2013,6,3,14,212
44999,2011,7,22,2011,894
52800,2011,8,8,2,877
25226,2013,5,3,14,243
10101,2013,4,3,29,273
43883,2011,8,5,2011,880
29079,2013,2,3,6,332
15819,2013,3,19,13,288
59749,2011,8,2,2011,883
61953,2011,3,20,2,1018
12638,2011,7,20,2011,896
33831,2013,3,26,14,281
44297,2011,3,6,2,1032
12390,2011,4,4,2011,1003
62728,2011,3,14,12,1024
36422,2013,2,2,1,333
36552,2013,2,17,7,318
21698,2013,3,19,25,288
15049,2011,7,20,2011,896
47144,2013,2,16,28,319
57012,2013,2,26,18,309
73451,2013,2,20,27,315
36231,2013,2,12,13,323
43779,2013,3,28,1,279
23363,2011,7,31,2011,885
2325,2013,1,21,27,345
31954,2012,10,13,2012,445
44057,2013,2,13,17,322
62001,2013,8,3,4,151
14201,2011,8,18,2011,867
49661,2013,2,19,2013,316
37530,2011,7,20,2011,896
20560,2013,3,15,1,292
34938,2011,7,25,2011,891
55936,2011,4,4,2011,1003
73630,2011,3,28,2011,1010
69015,2013,1,31,2013,335
29636,2013,2,16,2013,319
70746,2011,7,23,2011,893
26573,2013,2,16,4,319
25665,2012,10,2,2012,456
64672,2013,3,14,13,293
36138,2013,2,23,1,312
30901,2011,7,18,2011,898
9783,2011,3,9,35,1029
11234,2012,10,18,32,440
37702,2013,3,18,3,289
35402,2011,3,22,19,1016
72976,2011,4,17,2011,990
48525,2011,4,7,4,1000
32602,2013,3,18,4,289
64205,2013,2,13,5,322
70682,2013,1,18,13,348
29022,2011,3,15,2011,1023
40656,2013,2,21,5,314
65776,2013,2,14,7,321
20815,2013,3,20,12,287
14804,2013,2,3,2013,332
48470,2011,8,11,2011,874
59506,2012,11,1,2012,426
8287,2011,8,4,2011,881
33046,2011,3,17,39,1021
2281,2011,7,30,2011,886
55081,2013,2,22,23,313
10041,2011,4,8,2011,999
5958,2013,1,22,13,344
7674,2011,3,26,2,1012
39610,2013,3,4,23,303
50151,2013,2,10,9,325
14789,2013,1,23,17,343
71555,2011,7,19,25,897
9821,2011,3,22,3,1016
12476,2013,3,4,11,303
18263,2013,2,9,4,326
15849,2011,2,16,4,1050
11914,2011,8,1,2011,884
60316,2013,3,25,43,282
16208,2013,3,15,1,292
25593,2011,3,9,10,1029
49820,2013,2,22,53,313
